textsentence_id,text_id,sentence_id,word_count,sentiment,sentence,language,word,translated_word,freq
Megablast01_0,Megablast01,0,23,0.0,"""Smarter over time"", I really hope it is because there are quite a few bugs as of October 2017.",English,smarter,smarter,1.0
Megablast01_0,Megablast01,0,23,0.0,"""Smarter over time"", I really hope it is because there are quite a few bugs as of October 2017.",English,time,time,1.0
Megablast01_0,Megablast01,0,23,0.0,"""Smarter over time"", I really hope it is because there are quite a few bugs as of October 2017.",English,bugs,bugs,1.0
Megablast01_0,Megablast01,0,23,0.0,"""Smarter over time"", I really hope it is because there are quite a few bugs as of October 2017.",English,october,october,1.0
Megablast01_1,Megablast01,1,71,0.241702741703,"Whilst the sound is very impressive and better than many speakers at a similar price point, it is missing certain features from the megaboom such as the remote power on function (the ability to turn on the speaker with your phone), the ability to check battery status by holding the volume up and down buttons, and being able to ""join"" speakers for stereo.",English,sound,sound,1.0
Megablast01_1,Megablast01,1,71,0.241702741703,"Whilst the sound is very impressive and better than many speakers at a similar price point, it is missing certain features from the megaboom such as the remote power on function (the ability to turn on the speaker with your phone), the ability to check battery status by holding the volume up and down buttons, and being able to ""join"" speakers for stereo.",English,speakers,speakers,1.0
Megablast01_1,Megablast01,1,71,0.241702741703,"Whilst the sound is very impressive and better than many speakers at a similar price point, it is missing certain features from the megaboom such as the remote power on function (the ability to turn on the speaker with your phone), the ability to check battery status by holding the volume up and down buttons, and being able to ""join"" speakers for stereo.",English,price,price,1.0
Megablast01_1,Megablast01,1,71,0.241702741703,"Whilst the sound is very impressive and better than many speakers at a similar price point, it is missing certain features from the megaboom such as the remote power on function (the ability to turn on the speaker with your phone), the ability to check battery status by holding the volume up and down buttons, and being able to ""join"" speakers for stereo.",English,point,point,1.0
Megablast01_1,Megablast01,1,71,0.241702741703,"Whilst the sound is very impressive and better than many speakers at a similar price point, it is missing certain features from the megaboom such as the remote power on function (the ability to turn on the speaker with your phone), the ability to check battery status by holding the volume up and down buttons, and being able to ""join"" speakers for stereo.",English,features,features,1.0
Megablast01_1,Megablast01,1,71,0.241702741703,"Whilst the sound is very impressive and better than many speakers at a similar price point, it is missing certain features from the megaboom such as the remote power on function (the ability to turn on the speaker with your phone), the ability to check battery status by holding the volume up and down buttons, and being able to ""join"" speakers for stereo.",English,megaboom,megaboom,1.0
Megablast01_1,Megablast01,1,71,0.241702741703,"Whilst the sound is very impressive and better than many speakers at a similar price point, it is missing certain features from the megaboom such as the remote power on function (the ability to turn on the speaker with your phone), the ability to check battery status by holding the volume up and down buttons, and being able to ""join"" speakers for stereo.",English,power,power,1.0
Megablast01_1,Megablast01,1,71,0.241702741703,"Whilst the sound is very impressive and better than many speakers at a similar price point, it is missing certain features from the megaboom such as the remote power on function (the ability to turn on the speaker with your phone), the ability to check battery status by holding the volume up and down buttons, and being able to ""join"" speakers for stereo.",English,function,function,1.0
Megablast01_1,Megablast01,1,71,0.241702741703,"Whilst the sound is very impressive and better than many speakers at a similar price point, it is missing certain features from the megaboom such as the remote power on function (the ability to turn on the speaker with your phone), the ability to check battery status by holding the volume up and down buttons, and being able to ""join"" speakers for stereo.",English,ability,ability,1.0
Megablast01_1,Megablast01,1,71,0.241702741703,"Whilst the sound is very impressive and better than many speakers at a similar price point, it is missing certain features from the megaboom such as the remote power on function (the ability to turn on the speaker with your phone), the ability to check battery status by holding the volume up and down buttons, and being able to ""join"" speakers for stereo.",English,speaker,speaker,1.0
Megablast01_1,Megablast01,1,71,0.241702741703,"Whilst the sound is very impressive and better than many speakers at a similar price point, it is missing certain features from the megaboom such as the remote power on function (the ability to turn on the speaker with your phone), the ability to check battery status by holding the volume up and down buttons, and being able to ""join"" speakers for stereo.",English,phone,phone,1.0
Megablast01_1,Megablast01,1,71,0.241702741703,"Whilst the sound is very impressive and better than many speakers at a similar price point, it is missing certain features from the megaboom such as the remote power on function (the ability to turn on the speaker with your phone), the ability to check battery status by holding the volume up and down buttons, and being able to ""join"" speakers for stereo.",English,ability,ability,1.0
Megablast01_1,Megablast01,1,71,0.241702741703,"Whilst the sound is very impressive and better than many speakers at a similar price point, it is missing certain features from the megaboom such as the remote power on function (the ability to turn on the speaker with your phone), the ability to check battery status by holding the volume up and down buttons, and being able to ""join"" speakers for stereo.",English,battery,battery,1.0
Megablast01_1,Megablast01,1,71,0.241702741703,"Whilst the sound is very impressive and better than many speakers at a similar price point, it is missing certain features from the megaboom such as the remote power on function (the ability to turn on the speaker with your phone), the ability to check battery status by holding the volume up and down buttons, and being able to ""join"" speakers for stereo.",English,status,status,1.0
Megablast01_1,Megablast01,1,71,0.241702741703,"Whilst the sound is very impressive and better than many speakers at a similar price point, it is missing certain features from the megaboom such as the remote power on function (the ability to turn on the speaker with your phone), the ability to check battery status by holding the volume up and down buttons, and being able to ""join"" speakers for stereo.",English,volume,volume,1.0
Megablast01_1,Megablast01,1,71,0.241702741703,"Whilst the sound is very impressive and better than many speakers at a similar price point, it is missing certain features from the megaboom such as the remote power on function (the ability to turn on the speaker with your phone), the ability to check battery status by holding the volume up and down buttons, and being able to ""join"" speakers for stereo.",English,buttons,buttons,1.0
Megablast01_1,Megablast01,1,71,0.241702741703,"Whilst the sound is very impressive and better than many speakers at a similar price point, it is missing certain features from the megaboom such as the remote power on function (the ability to turn on the speaker with your phone), the ability to check battery status by holding the volume up and down buttons, and being able to ""join"" speakers for stereo.",English,speakers,speakers,1.0
Megablast01_1,Megablast01,1,71,0.241702741703,"Whilst the sound is very impressive and better than many speakers at a similar price point, it is missing certain features from the megaboom such as the remote power on function (the ability to turn on the speaker with your phone), the ability to check battery status by holding the volume up and down buttons, and being able to ""join"" speakers for stereo.",English,stereo,stereo,1.0
Megablast01_2,Megablast01,2,50,0.302142857143,"This speaker does come with Amazon Alexa which I did not think that I would use but it has come in very useful as I can connect smart home products to it (and control via voice, eg lights) and switching songs when not using a phone.",English,speaker,speaker,1.0
Megablast01_2,Megablast01,2,50,0.302142857143,"This speaker does come with Amazon Alexa which I did not think that I would use but it has come in very useful as I can connect smart home products to it (and control via voice, eg lights) and switching songs when not using a phone.",English,amazon,amazon,1.0
Megablast01_2,Megablast01,2,50,0.302142857143,"This speaker does come with Amazon Alexa which I did not think that I would use but it has come in very useful as I can connect smart home products to it (and control via voice, eg lights) and switching songs when not using a phone.",English,alexa,alexa,1.0
