textsentence_id,text_id,sentence_id,word_count,sentiment,sentence,language
1_0,1,0,50,0.271428571429,The fact that it works with a number of smart home items expands its usefulness even further Still learning how to create my own activities and in turn get them working with Amazon Alexa (those activities that I have managed to get Alexa to understand work quite well),English
2_0,2,0,50,0.271428571429,The fact that it works with a number of smart home items expands its usefulness even further Still learning how to create my own activities and in turn get them working with Amazon Alexa (those activities that I have managed to get Alexa to understand work quite well),English
3_0,3,0,50,0.271428571429,The fact that it works with a number of smart home items expands its usefulness even further Still learning how to create my own activities and in turn get them working with Amazon Alexa (those activities that I have managed to get Alexa to understand work quite well),English
4_0,4,0,37,-0.197916666667,"While that sounds like a negative, given the number of remotes that I have had to discard over the years because a hard button failed, the Home Hub is worth its weight in gold.",English
6_0,6,0,50,0.271428571429,The fact that it works with a number of smart home items expands its usefulness even further Still learning how to create my own activities and in turn get them working with Amazon Alexa (those activities that I have managed to get Alexa to understand work quite well),English
8_0,8,0,37,-0.197916666667,"While that sounds like a negative, given the number of remotes that I have had to discard over the years because a hard button failed, the Home Hub is worth its weight in gold.",English
9_0,9,0,50,0.271428571429,The fact that it works with a number of smart home items expands its usefulness even further Still learning how to create my own activities and in turn get them working with Amazon Alexa (those activities that I have managed to get Alexa to understand work quite well),English
10_0,10,0,37,-0.197916666667,"While that sounds like a negative, given the number of remotes that I have had to discard over the years because a hard button failed, the Home Hub is worth its weight in gold.",English
11_0,11,0,37,-0.197916666667,"While that sounds like a negative, given the number of remotes that I have had to discard over the years because a hard button failed, the Home Hub is worth its weight in gold.",English
12_0,12,0,50,0.271428571429,The fact that it works with a number of smart home items expands its usefulness even further Still learning how to create my own activities and in turn get them working with Amazon Alexa (those activities that I have managed to get Alexa to understand work quite well),English
14_0,14,0,50,0.271428571429,The fact that it works with a number of smart home items expands its usefulness even further Still learning how to create my own activities and in turn get them working with Amazon Alexa (those activities that I have managed to get Alexa to understand work quite well),English
15_0,15,0,37,-0.197916666667,"While that sounds like a negative, given the number of remotes that I have had to discard over the years because a hard button failed, the Home Hub is worth its weight in gold.",English
17_0,17,0,37,-0.197916666667,"While that sounds like a negative, given the number of remotes that I have had to discard over the years because a hard button failed, the Home Hub is worth its weight in gold.",English
18_0,18,0,50,0.271428571429,The fact that it works with a number of smart home items expands its usefulness even further Still learning how to create my own activities and in turn get them working with Amazon Alexa (those activities that I have managed to get Alexa to understand work quite well),English
19_0,19,0,37,-0.197916666667,"While that sounds like a negative, given the number of remotes that I have had to discard over the years because a hard button failed, the Home Hub is worth its weight in gold.",English
20_0,20,0,50,0.271428571429,The fact that it works with a number of smart home items expands its usefulness even further Still learning how to create my own activities and in turn get them working with Amazon Alexa (those activities that I have managed to get Alexa to understand work quite well),English
21_0,21,0,37,-0.197916666667,"While that sounds like a negative, given the number of remotes that I have had to discard over the years because a hard button failed, the Home Hub is worth its weight in gold.",English
22_0,22,0,5,0.311111111111,Nice remote easy to configure,English
23_0,23,0,30,-0.1,"Basically what this did was if anything was turned on or off when it shouldn't be, it allowed you to try to fix that from the remote.",English
24_0,24,0,18,0.0,"If anything goes out of sync with this system, it's a bigger pain to fix.",English
25_0,25,0,8,0.166666666667,Previous iterations were quite a bit better.,English
26_0,26,0,14,-0.15,"The biggest thing this remote is missing is the ""Help"" feature.",English
27_0,27,0,14,-0.15,"The biggest thing this remote is missing is the ""Help"" feature.",English
28_0,28,0,8,0.166666666667,Previous iterations were quite a bit better.,English
29_0,29,0,18,0.0,"If anything goes out of sync with this system, it's a bigger pain to fix.",English
30_0,30,0,7,0.0,This product is just 'alright'.,English
31_0,31,0,30,-0.1,"Basically what this did was if anything was turned on or off when it shouldn't be, it allowed you to try to fix that from the remote.",English
32_0,32,0,14,-0.15,"The biggest thing this remote is missing is the ""Help"" feature.",English
33_0,33,0,18,0.0,"If anything goes out of sync with this system, it's a bigger pain to fix.",English
34_0,34,0,18,0.0,"If anything goes out of sync with this system, it's a bigger pain to fix.",English
35_0,35,0,14,-0.15,"The biggest thing this remote is missing is the ""Help"" feature.",English
36_0,36,0,7,0.433333333333,Easy to program and to operate.,English
37_0,37,0,19,0.475,"Works perfect, loaded all the devices and activities perfectly from the software based on the last remote.",English
38_0,38,0,19,0.475,"Works perfect, loaded all the devices and activities perfectly from the software based on the last remote.",English
39_0,39,0,19,0.475,"Works perfect, loaded all the devices and activities perfectly from the software based on the last remote.",English
40_0,40,0,19,0.475,"Works perfect, loaded all the devices and activities perfectly from the software based on the last remote.",English
41_0,41,0,19,0.475,"Works perfect, loaded all the devices and activities perfectly from the software based on the last remote.",English
43_0,43,0,25,0.211111111111,"Easy to set up and control, note that it only comes with one IR Blaster (Whole Home Hub came with 2).",English
44_0,44,0,18,0.275,"As usual, Logitech makes great controls for AV set ups and this unit is no exception.",English
45_0,45,0,39,0.2,"I already had the whole home hub with remotes or my upstairs great room, but needed another hub for my media room as all of the AV equipment is located behind a wall in an adjacent room.",English
46_0,46,0,18,0.275,"As usual, Logitech makes great controls for AV set ups and this unit is no exception.",English
47_0,47,0,25,0.211111111111,"Easy to set up and control, note that it only comes with one IR Blaster (Whole Home Hub came with 2).",English
48_0,48,0,39,0.2,"I already had the whole home hub with remotes or my upstairs great room, but needed another hub for my media room as all of the AV equipment is located behind a wall in an adjacent room.",English
50_0,50,0,25,0.211111111111,"Easy to set up and control, note that it only comes with one IR Blaster (Whole Home Hub came with 2).",English
51_0,51,0,39,0.2,"I already had the whole home hub with remotes or my upstairs great room, but needed another hub for my media room as all of the AV equipment is located behind a wall in an adjacent room.",English
55_0,55,0,18,0.275,"As usual, Logitech makes great controls for AV set ups and this unit is no exception.",English
56_0,56,0,39,0.2,"I already had the whole home hub with remotes or my upstairs great room, but needed another hub for my media room as all of the AV equipment is located behind a wall in an adjacent room.",English
57_0,57,0,25,0.211111111111,"Easy to set up and control, note that it only comes with one IR Blaster (Whole Home Hub came with 2).",English
59_0,59,0,39,0.2,"I already had the whole home hub with remotes or my upstairs great room, but needed another hub for my media room as all of the AV equipment is located behind a wall in an adjacent room.",English
60_0,60,0,39,0.2,"I already had the whole home hub with remotes or my upstairs great room, but needed another hub for my media room as all of the AV equipment is located behind a wall in an adjacent room.",English
61_0,61,0,18,0.275,"As usual, Logitech makes great controls for AV set ups and this unit is no exception.",English
62_0,62,0,18,0.275,"As usual, Logitech makes great controls for AV set ups and this unit is no exception.",English
63_0,63,0,39,0.2,"I already had the whole home hub with remotes or my upstairs great room, but needed another hub for my media room as all of the AV equipment is located behind a wall in an adjacent room.",English
64_0,64,0,25,0.211111111111,"Easy to set up and control, note that it only comes with one IR Blaster (Whole Home Hub came with 2).",English
67_0,67,0,4,0.5,Absolutely fantastic product!,English
68_0,68,0,16,0.05,"though this is not my first Harmony remote, it won't be my last.",English
69_0,69,0,13,-0.133333333333,I have a 700 model also in active use in another room.,English
70_0,70,0,6,0.91,These are very good remotes.,English
71_0,71,0,13,-0.133333333333,I have a 700 model also in active use in another room.,English
72_0,72,0,13,-0.133333333333,I have a 700 model also in active use in another room.,English
73_0,73,0,22,0.0,Only issue was the manufacturers on-line instructions to resolve a connection problem with my Bell Express Vu receiver did not work.,English
74_0,74,0,22,0.0,Only issue was the manufacturers on-line instructions to resolve a connection problem with my Bell Express Vu receiver did not work.,English
75_0,75,0,22,0.0,Only issue was the manufacturers on-line instructions to resolve a connection problem with my Bell Express Vu receiver did not work.,English
76_0,76,0,11,0.0,A Google search of issue found instructions that did work.,English
77_0,77,0,11,0.0,A Google search of issue found instructions that did work.,English
78_0,78,0,22,0.0,Only issue was the manufacturers on-line instructions to resolve a connection problem with my Bell Express Vu receiver did not work.,English
79_0,79,0,11,0.0,A Google search of issue found instructions that did work.,English
80_0,80,0,22,0.0,Only issue was the manufacturers on-line instructions to resolve a connection problem with my Bell Express Vu receiver did not work.,English
81_0,81,0,22,0.0,Only issue was the manufacturers on-line instructions to resolve a connection problem with my Bell Express Vu receiver did not work.,English
82_0,82,0,22,0.0,Only issue was the manufacturers on-line instructions to resolve a connection problem with my Bell Express Vu receiver did not work.,English
83_0,83,0,22,0.0,Only issue was the manufacturers on-line instructions to resolve a connection problem with my Bell Express Vu receiver did not work.,English
84_0,84,0,22,0.0,Only issue was the manufacturers on-line instructions to resolve a connection problem with my Bell Express Vu receiver did not work.,English
85_0,85,0,11,0.0,A Google search of issue found instructions that did work.,English
86_0,86,0,6,0.0,Arrived on time as promised.,English
87_0,87,0,6,0.8,This is GREAT for me.,English
88_0,88,0,10,-0.05,Finally a one remote for all of my remotes.,English
89_0,89,0,10,-0.05,Finally a one remote for all of my remotes.,English
90_0,90,0,2,1.0,Excellent product,English
91_0,91,0,18,1.0,"Despite excellent customer support from the seller and manufacturer, unit continues to beguile by reprogramming itself.",English
92_0,92,0,9,-0.0571428571429,The remote is only so-so with limited functionality.,English
93_0,93,0,18,1.0,"Despite excellent customer support from the seller and manufacturer, unit continues to beguile by reprogramming itself.",English
94_0,94,0,9,-0.0571428571429,The remote is only so-so with limited functionality.,English
95_0,95,0,18,1.0,"Despite excellent customer support from the seller and manufacturer, unit continues to beguile by reprogramming itself.",English
96_0,96,0,18,1.0,"Despite excellent customer support from the seller and manufacturer, unit continues to beguile by reprogramming itself.",English
97_0,97,0,18,1.0,"Despite excellent customer support from the seller and manufacturer, unit continues to beguile by reprogramming itself.",English
98_0,98,0,4,-0.1,works as expected.,English
99_0,99,0,33,0.0333333333333,I had to search in various forums to find out that only way to enable the skill in Alexa app is to get the hub setup done through direct connection with PC.,English
100_0,100,0,14,0.0,Cons: The setup with Echo Plus didn't work through the app.,English
101_0,101,0,33,0.0333333333333,I had to search in various forums to find out that only way to enable the skill in Alexa app is to get the hub setup done through direct connection with PC.,English
102_0,102,0,33,0.0333333333333,I had to search in various forums to find out that only way to enable the skill in Alexa app is to get the hub setup done through direct connection with PC.,English
103_0,103,0,14,0.0,Cons: The setup with Echo Plus didn't work through the app.,English
104_0,104,0,14,0.0,Cons: The setup with Echo Plus didn't work through the app.,English
105_0,105,0,33,0.0333333333333,I had to search in various forums to find out that only way to enable the skill in Alexa app is to get the hub setup done through direct connection with PC.,English
106_0,106,0,15,-0.2,It seems to be common problem but not much guidance from Logitech on it.,English
107_0,107,0,33,0.0333333333333,I had to search in various forums to find out that only way to enable the skill in Alexa app is to get the hub setup done through direct connection with PC.,English
108_0,108,0,15,-0.2,It seems to be common problem but not much guidance from Logitech on it.,English
109_0,109,0,14,0.0,Cons: The setup with Echo Plus didn't work through the app.,English
110_0,110,0,15,-0.2,It seems to be common problem but not much guidance from Logitech on it.,English
112_0,112,0,14,0.0,Cons: The setup with Echo Plus didn't work through the app.,English
113_0,113,0,33,0.0333333333333,I had to search in various forums to find out that only way to enable the skill in Alexa app is to get the hub setup done through direct connection with PC.,English
114_0,114,0,8,-0.2,The app setup was waste of time.,English
115_0,115,0,11,0.5,"After that, I was able to enable the skill.",English
116_0,116,0,33,0.0333333333333,I had to search in various forums to find out that only way to enable the skill in Alexa app is to get the hub setup done through direct connection with PC.,English
117_0,117,0,8,-0.2,The app setup was waste of time.,English
118_0,118,0,8,-0.2,The app setup was waste of time.,English
119_0,119,0,33,0.0333333333333,I had to search in various forums to find out that only way to enable the skill in Alexa app is to get the hub setup done through direct connection with PC.,English
120_0,120,0,14,0.0,Cons: The setup with Echo Plus didn't work through the app.,English
121_0,121,0,10,0.8,It's great controlling your media from your phone.,English
122_0,122,0,10,0.8,It's great controlling your media from your phone.,English
123_0,123,0,3,0.0,Works well.,English
124_0,124,0,8,0.0,Doesn't work with Google home in Canada,English
125_0,125,0,8,0.0,Doesn't work with Google home in Canada,English
126_0,126,0,8,0.0,Doesn't work with Google home in Canada,English
127_0,127,0,8,0.0,Doesn't work with Google home in Canada,English
128_0,128,0,22,0.342708333333,"This remote is easy to set-up ,reliable , and you can import your own background for the screen , cool!",English
129_0,129,0,22,0.342708333333,"This remote is easy to set-up ,reliable , and you can import your own background for the screen , cool!",English
130_0,130,0,24,0.0,Takes some time to get use to it But like the ( 650 and 1100 harmony ) witch i have used for years!,English
131_0,131,0,13,-0.0541666666667,"This is an exellent remote , touch screen a little too sensitive !",English
132_0,132,0,22,0.342708333333,"This remote is easy to set-up ,reliable , and you can import your own background for the screen , cool!",English
133_0,133,0,22,0.342708333333,"This remote is easy to set-up ,reliable , and you can import your own background for the screen , cool!",English
134_0,134,0,24,0.0,Takes some time to get use to it But like the ( 650 and 1100 harmony ) witch i have used for years!,English
135_0,135,0,13,-0.0541666666667,"This is an exellent remote , touch screen a little too sensitive !",English
136_0,136,0,24,0.0,Takes some time to get use to it But like the ( 650 and 1100 harmony ) witch i have used for years!,English
137_0,137,0,24,0.0,Takes some time to get use to it But like the ( 650 and 1100 harmony ) witch i have used for years!,English
138_0,138,0,24,0.0,Takes some time to get use to it But like the ( 650 and 1100 harmony ) witch i have used for years!,English
139_0,139,0,10,0.175,"on  en  avait  deja  une,  j'aime  bien  modele  simple",French
140_0,140,0,10,0.175,"on  en  avait  deja  une,  j'aime  bien  modele  simple",French
141_0,141,0,10,0.175,"on  en  avait  deja  une,  j'aime  bien  modele  simple",French
142_0,142,0,10,0.175,"on  en  avait  deja  une,  j'aime  bien  modele  simple",French
143_0,143,0,10,0.175,"on  en  avait  deja  une,  j'aime  bien  modele  simple",French
144_0,144,0,14,0.16,Purchased this with high hopes of controlling computer and amp with echo dot.,English
145_0,145,0,14,0.16,Purchased this with high hopes of controlling computer and amp with echo dot.,English
146_0,146,0,14,0.16,Purchased this with high hopes of controlling computer and amp with echo dot.,English
147_0,147,0,14,0.16,Purchased this with high hopes of controlling computer and amp with echo dot.,English
148_0,148,0,6,0.0,Fits well in the hand.,English
149_0,149,0,6,0.0,Fits well in the hand.,English
150_0,150,0,3,0.5,Excellent remote.,French
151_0,151,0,15,0.0,"Only two complain, Size for adults, slippery to hold for smaller hands.",English
152_0,152,0,18,0.7,"awesome device, you'll just need to program it with the app to fit your needs.",English
153_0,153,0,15,0.4,"2100 mA or more), which is rare for the lithium AA batteries.",English
154_0,154,0,6,0.0,works well with 1.5V battery.,English
155_0,155,0,14,0.25,Bought this as a replacement of the same model from many years ago.,English
156_0,156,0,14,0.148181818182,the new 1.2 will have issues unless you have high capacity (i.e.,English
157_0,157,0,13,-0.09375,have no complain except the size is too big for little kids.,English
158_0,158,0,12,0.45,awesome database that seem to have remote you can think off.,English
159_0,159,0,18,0.7,"awesome device, you'll just need to program it with the app to fit your needs.",English
160_0,160,0,11,0.05,the old one start to have problems after numerous drops.,English
161_0,161,0,15,0.0,"Only two complain, Size for adults, slippery to hold for smaller hands.",English
162_0,162,0,18,0.118181818182,the new app interface takes some getting use to but it does improve over the old one.,English
163_0,163,0,14,0.148181818182,the new 1.2 will have issues unless you have high capacity (i.e.,English
164_0,164,0,13,-0.09375,have no complain except the size is too big for little kids.,English
165_0,165,0,15,0.4,"2100 mA or more), which is rare for the lithium AA batteries.",English
166_0,166,0,14,0.25,Bought this as a replacement of the same model from many years ago.,English
167_0,167,0,18,0.7,"awesome device, you'll just need to program it with the app to fit your needs.",English
168_0,168,0,18,0.118181818182,the new app interface takes some getting use to but it does improve over the old one.,English
169_0,169,0,11,0.05,the old one start to have problems after numerous drops.,English
170_0,170,0,18,0.7,"awesome device, you'll just need to program it with the app to fit your needs.",English
172_0,172,0,14,0.25,Bought this as a replacement of the same model from many years ago.,English
173_0,173,0,13,-0.09375,have no complain except the size is too big for little kids.,English
